Name	Glottocode	Area	Longitude	Latitude	classification	Countries	Family_ID
Timor Pidgin	timo1258	NG area	125.59	-8.65995	indo1319/clas1257/ital1284/lati1262/lati1263/impe1234/roma1334/ital1285/west2813/shif1234/sout3183/west2838/gali1263/macr1272/luso1234	TL	indo1319
Tinputz	tinp1237	NG area	154.972	-5.58358	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750/buka1262/sapo1252/tinp1238	PG	aust1307
Titan	tita1241	NG area	146.888	-2.18168	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/east2460/koro1314	PG	aust1307
Toaripi	toar1246	NG area	146.206	-8.07231	nucl1580/east2494	PG	nucl1580
Tobati	toba1266	NG area	140.71	-2.56434	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/sarm1241/jaya1243	ID	aust1307
Tobelo	tobe1252	NG area	128.154	1.0946	nort2923/nort2924/main1282/tobe1251	ID	nort2923
Tofanma	tofa1246	NG area	140.591	-3.74322	naml1239	ID	naml1239
Tokano	toka1244	NG area	145.298	-6.05047	nucl1709/kain1273/goro1272/nucl1760/gahu1246	PG	nucl1709
Tok Pisin	tokp1240	NG area	147.303	-9.41971	indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265/late1254/merc1242/macr1271/paci1280/earl1243	PG	indo1319
Tolai-Nakanai-Trade	tola1236	NG area	151.323615	-4.903211	pidg1258/mini1258	PG	pidg1258
Tomoip	tomo1244	NG area	151.828	-5.30721	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242	PG	aust1307
Torau	tora1259	NG area	155.496	-6.19922	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/mono1280	PG	aust1307
Aro	torr1259	NG area	142.622	-3.45292	nucl1708/komb1276/komb1271/komb1275	PG	nucl1708
Touo	touo1238	NG area	157.296	-8.58405	NA	PG;SB	NA
Toura (Papua New Guinea)	tour1243	NG area	146.988	-9.10008	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/west2850/nucl1506	PG	aust1307
Towei	towe1240	NG area	140.803	-3.87428	pauw1244/west2611	ID	pauw1244
Trimuris	trim1239	NG area	138.027	-2.15863	kwer1242/kwer1240/kwer1262	ID	kwer1242
Tsaukambo	tsak1250	NG area	140.186	-5.39076	nucl1709/cent2116/awyu1265/grea1275/beck1235/tsak1251	ID	nucl1709
Tugun	tugu1245	NG area	126.7	-7.72555	aust1307/mala1545/timo1265/weta1246/weta1245/pera1258	ID	aust1307
Tugutil	tugu1246	NG area	128.223	0.5806	nort2923/nort2924/main1282/tobe1251	ID	nort2923
Tukudede	tuku1254	NG area	125.283	-8.6788	aust1307/mala1545/west2945/west2547	TL	aust1307
Tulehu	tule1244	NG area	128.31	-3.57785	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ambo1254/nort3236	ID	aust1307
Tulu-Bohuai	tulu1259	NG area	146.934	-2.14155	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2849	PG	aust1307
Tuma-Irumu	tuma1250	NG area	146.609	-6.29221	nucl1709/fini1244/fini1245/want1251	PG	nucl1709
Tumleo	tuml1238	NG area	142.346	-3.14955	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/scho1242/siau1243/siss1244/alit1234	PG	aust1307
Tungag	tung1290	NG area	150.198	-2.52188	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/tung1294	PG	aust1307
Tunggare	tung1293	NG area	135.551	-3.37462	geel1240/bura1294	ID	geel1240
Turaka	tura1265	NG area	149.567	-9.83576	daga1274	PG	daga1274
Turumsa	turu1250	NG area	142.568	-7.93238	doso1238	PG	doso1238
Tuwari	tuwa1242	NG area	142.095	-4.80315	wali1264	PG	wali1264
Uab Meto	uabm1237	NG area	124.144	-9.77284	aust1307/mala1545/timo1265/rote1234/west2955/deng1254/uabm1238/nort3357	ID;TL	aust1307
Uare	uare1241	NG area	147.687	-9.69571	kwal1257/hume1245	PG	kwal1257
Ubir	ubir1237	NG area	149.396	-9.59044	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/arei1235	PG	aust1307
Ufim	ufim1240	NG area	146.245	-6.05128	nucl1709/fini1244/fini1245/gusa1245/ufim1241	PG	nucl1709
Ughele	ughe1237	NG area	157.341	-8.45725	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/east2761	SB	aust1307
Uisai	uisa1238	NG area	155.706	-6.55533	sout2948/buin1247/buin1248	PG	sout2948
Ujir	ujir1237	NG area	134.257	-5.69329	aust1307/mala1545/aruu1241/ujir1238	ID	aust1307
Ukuriguma	ukur1240	NG area	145.514	-4.94407	nucl1709/mada1298/croi1234/grea1298/nort3379/numu1240/yara1256	PG	nucl1709
Ulau-Suain	ulau1237	NG area	142.845	-3.32876	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/scho1242/siau1243	PG	aust1307
Umanakaina	uman1240	NG area	149.658	-9.89671	daga1274	PG	daga1274
Umbu-Ungu	umbu1258	NG area	143.97	-5.9513	nucl1709/cent2120/hage1248/auag1234	PG	nucl1709
Umeda-Punda	umed1238	NG area	141.157	-3.34565	bord1247/wari1265/nucl1773/wain1248	PG	bord1247
Una	unaa1239	NG area	140.1	-4.69676	nucl1709/mekk1240/east2504	ID	nucl1709
Uneapa	unea1237	NG area	149.141	-4.89383	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/bali1280	PG	aust1307
Uni	unii1234	NG area	142.027703	-3.09369	skoo1245/skou1238/lago1243	PG	skoo1245
Unserdeutsch	unse1236	NG area	152.183	-4.19566	indo1319/clas1257/germ1287/nort3152/west2793/high1289/high1286/midd1349/mode1258/uppe1464/glob1243	AU;PG	indo1319
Unubahe	unub1234	NG area	150.2683	-10.3652	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/suau1243	PG	aust1307
Upper Grand Valley Dani	uppe1430	NG area	138.901	-3.94368	nucl1709/dani1287/cent2233/gran1246/wala1275	ID	nucl1709
Urapmin	urap1239	NG area	141.54	-5.08704	nucl1709/cent2116/awyu1265/okok1235/okkk1242/moun1253/divi1235/tifa1246/tifa1247	PG	nucl1709
Ura (Papua New Guinea)	urap1240	NG area	151.953	-4.64226	bain1263	PG	bain1263
Urat	urat1244	NG area	142.79	-3.60065	nucl1708/komb1276	PG	nucl1708
Urigina	urig1240	NG area	145.507	-5.58982	nucl1709/mada1298/raic1241/peka1243/urig1241	PG	nucl1709
Uri	urii1240	NG area	146.608	-6.41993	nucl1709/fini1244/fini1245/erap1240	PG	nucl1709
Urimo	urim1251	NG area	143.701	-3.86066	nucl1708/mari1433/elep1241	PG	nucl1708
Urim	urim1252	NG area	142.653	-3.58018	nucl1708	PG	nucl1708
Uruava	urua1242	NG area	155.573	-6.23314	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/mono1280	PG	aust1307
Uruangnirin	urua1244	NG area	132.745	-3.45498	aust1307/mala1545/tani1260/keit1238/yamd1241/onin1244	ID	aust1307
Usan	usan1239	NG area	145.362	-4.84265	nucl1709/mada1298/croi1234/grea1298/nort3379/numu1240/kari1319	PG	nucl1709
Usarufa	usar1243	NG area	145.633	-6.38898	nucl1709/kain1273/kain1274/gauw1235/auya1234	PG	nucl1709
Usku	usku1243	NG area	140.502	-3.63853	NA	ID	NA
Utarmbung	utar1238	NG area	144.924	-4.82756	nucl1709/mada1298/kala1403/sout3148/osum1243	PG	nucl1709
Utu	utuu1240	NG area	145.544	-5.16422	nucl1709/mada1298/croi1234/mabu1247/hans1243/silo1242/silo1241	PG	nucl1709
Uya	uyaa1238	NG area	145.47	-5.32246	nucl1709/mada1298/raic1241/nuru1240	PG	nucl1709
Vaghua	vagh1249	NG area	156.542	-6.68712	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/choi1242/west2856	SB	aust1307
Walman	valm1241	NG area	142.499	-3.24963	nucl1708/wape1249/west2788	PG	nucl1708
Vangunu	vang1243	NG area	157.997	-8.66826	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/newg1239/east2761/maro1247	SB	aust1307
Vanimo	vani1248	NG area	141.258	-2.68501	skoo1245/skou1238/skou1239/east2892/west2992	PG	skoo1245
Varisi	vari1239	NG area	156.655	-6.83443	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/choi1242/west2856	SB	aust1307
Vehes	vehe1237	NG area	146.895	-6.92151	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245	PG	aust1307
Vitou	vito1235	NG area	139.1098	-2.1111	toro1256/tora1268/coas1312/beta1259	ID	toro1256
Wab	wabb1237	NG area	146.461	-5.61216	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/astr1247	PG	aust1307
Wabo	wabo1240	NG area	136.757	-1.77297	aust1307/mala1545/east2712/sout3229/cend1238/yape1249/east2438	ID	aust1307
Waboda	wabo1241	NG area	143.501	-8.41651	kiwa1251	PG	kiwa1251
Wadaginam	wada1263	NG area	144.972	-4.52754	nucl1709/mada1298/kala1403/sout3148/osum1243	PG	nucl1709
Wa'ema	waem1237	NG area	150.398	-10.2897	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/east2762/taup1244	PG	aust1307
Kolor	waer1237	NG area	120.70299	-8.78645	aust1307/mala1545/bima1248/flor1240/flor1241/mang1430/waer1238	ID	aust1307
Waffa	waff1241	NG area	146.09	-6.55783	nucl1709/kain1273/kain1274/tair1260	PG	nucl1709
Wagawaga	waga1268	NG area	150.37814	-10.41792	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/suau1243	PG	aust1307
Wagi (Papua New Guinea)	wagi1249	NG area	145.726	-5.17834	nucl1709/mada1298/croi1234/mabu1247/hans1243/garu1247	PG	nucl1709
Wagu	wagu1234	NG area	142.726795	-4.380424	sepi1257/sepi1258/cent2234/bahi1255	PG	sepi1257
Waigeo	waig1244	NG area	130.917	-0.17957	aust1307/mala1545/east2712/sout3229/raja1255/ambe1249	ID	aust1307
Waima	waim1251	NG area	146.544	-8.67145	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/west2850/nucl1506	PG	aust1307
Waima'a	waim1252	NG area	126.317	-8.53416	aust1307/mala1545/timo1265/east2894/kawa1289	TL	aust1307
Waioli	waio1238	NG area	127.494	1.2341	nort2923/nort2924/sahu1244/nucl1759/sahu1246	ID	nort2923
Wakde	wakd1237	NG area	139.008	-1.98457	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/sarm1241/sarm1242/sobe1239	ID	aust1307
Walak	wala1269	NG area	138.84	-3.8238	nucl1709/dani1287/cent2233/gran1246/wala1275	ID	nucl1709
Wamas	wama1247	NG area	145.541	-4.97757	nucl1709/mada1298/croi1234/mabu1247/hans1243/wama1249	PG	nucl1709
Wambon	wamb1259	NG area	140.48	-5.44334	nucl1709/cent2116/awyu1265/grea1275/awyu1263/dumu1247/ketu1239	ID	nucl1709
Wampar	wamp1247	NG area	146.662	-6.67364	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/lowe1411	PG	aust1307
Wampur	wamp1248	NG area	146.126	-6.33644	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/mark1257/uppe1423/moun1250	PG	aust1307
Wanap	wana1268	NG area	142.5	-3.59639	nucl1708/wape1249	PG	nucl1708
Mokati	wana1269	NG area	145.419	-4.78822	nucl1709/mada1298/croi1234/grea1298/nort3379/kumi1250/tibo1244	PG	nucl1709
Wanam Yelmek	wana1273	NG area	139.108	-7.451	bula1259/jelm1234	ID	bula1259
Wandamen	wand1267	NG area	133.996	-2.25622	aust1307/mala1545/east2712/sout3229/cend1238/yape1249/cent2277/ansu1238	ID	aust1307
Wanggom	wang1299	NG area	140.194	-5.60094	nucl1709/cent2116/awyu1265/grea1275/awyu1263/ndei1235	ID	nucl1709
Wanib Sign Language	wani1243	NG area	142.53	-3.75862	sign1238/vill1244	PG	sign1238
Wano	wano1243	NG area	137.678	-3.47858	nucl1709/dani1287	ID	nucl1709
Wantoat	want1252	NG area	146.513	-6.15216	nucl1709/fini1244/fini1245/want1251/want1253	PG	nucl1709
Wanukaka	wanu1241	NG area	119.468	-9.69834	aust1307/mala1545/bima1248/flor1240/sumb1242/sumb1243/kamb1320/cent2307	ID	aust1307
Anta-Komnzo-Wára-Wérè-Kémä	wara1294	NG area	141.52	-8.64917	more1255/more1256/tond1250/wara1293	PG	more1255
Bauni	wara1302	NG area	142.012	-3.07263	skoo1245/skou1238/lago1243	PG	skoo1245
Warembori	ware1253	NG area	137.566	-1.65941	aust1307/mala1545/east2712/sout3229/lowe1409	ID	aust1307
Wares	ware1254	NG area	139.337	-2.47357	unat1236/toro1259	ID	unat1236
Waritai	wari1264	NG area	138.456	-3.23021	lake1255/tari1255/east2502/dout1239	ID	lake1255
Waris	wari1266	NG area	140.931	-3.139	bord1247/wari1265/nucl1773	ID;PG	bord1247
Warkay-Bipim	wark1247	NG area	138.638	-5.7716	anim1240/mari1437/yaqa1245	ID	anim1240
Waropen	waro1242	NG area	136.633	-2.31142	aust1307/mala1545/east2712/sout3229	ID	aust1307
Waruna	waru1267	NG area	142.47	-8.23565	suki1244/gogo1264/ariw1234	PG	suki1244
Wasembo	wase1252	NG area	145.969	-6.01318	nucl1709/mada1298/raic1241/unun9972	PG	nucl1709
Waskia	wask1241	NG area	145.979	-4.57978	nucl1709/mada1298/croi1234/grea1298/kowa1247	PG	nucl1709
Watakataui	wata1251	NG area	143.005	-4.58965	sepi1257/sepi1258/cent2234/nucl1586/kapr1244	PG	sepi1257
Watam	wata1253	NG area	144.583	-4.02591	lowe1437/ramu1234/lowe1439/wagg1235/wata1252	PG	lowe1437
Watubela	watu1247	NG area	131.641	-4.47294	aust1307/mala1545/grea1302/band1354/gese1239	ID	aust1307
Wauyai	wauy1237	NG area	130.597	-0.2828	aust1307/mala1545/east2712/sout3229/raja1255/maya1288/raja1258	ID	aust1307
Wedau	weda1241	NG area	150.172	-10.1246	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/weda1242	PG	aust1307
Wewewa	weje1237	NG area	119.349	-9.55099	aust1307/mala1545/bima1248/flor1240/sumb1242/sumb1243/wewe1239	ID	aust1307
Welaun	wela1235	NG area	125.239513	-9.097288	aust1307/mala1545/west2945	TL	aust1307
Weliki	weli1239	NG area	147.137	-5.98588	nucl1709/fini1244/fini1245/uruw1240/unun9979	PG	nucl1709
Were	were1244	NG area	142.447	-8.42194	anim1240/tiri1259/nucl1713	PG	anim1240
Weri	weri1253	NG area	146.914	-7.71834	kuni1270/weri1254	PG	kuni1270
Wersing	wers1238	NG area	124.932	-8.33936	timo1261/alor1249/kola1286/sawi1258	ID	timo1261
West Masela	west2535	NG area	129.833	-8.1804	aust1307/mala1545/timo1265/sout3382/baba1274/sout2881/mase1249	ID	aust1307
West Tarangan	west2538	NG area	134.168	-6.62046	aust1307/mala1545/aruu1241	ID	aust1307
West Lembata	west2541	NG area	123.298	-8.49669	aust1307/mala1545/bima1248/flor1239/lama1294	ID	aust1307
West Damar	west2548	NG area	128.585	-7.12065	aust1307/mala1545/timo1265/sout3382/baba1274	ID	aust1307
Western Dani	west2594	NG area	138.217	-3.77127	nucl1709/dani1287/cent2233	ID	nucl1709
West Kewa	west2599	NG area	143.73	-6.32097	nucl1709/enga1254/kewa1249/anga1291/anga1313/kewa1250	PG	nucl1709
West Makian	west2600	NG area	127.63	0.45332	nort2923	ID	nort2923
Wiarumus	wiar1238	NG area	143.756	-3.63409	nucl1708/mari1433/mand1470	PG	nucl1708
Wipi	wipi1242	NG area	143.064	-8.79741	east2503	PG	east2503
Wiru	wiru1244	NG area	144.214	-6.35863	NA	PG	NA
Wogamusin	woga1249	NG area	142.401	-4.22936	sepi1257/iwam1259/woga1248	PG	sepi1257
Wogeo	woge1237	NG area	144.089	-3.20238	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/scho1242/kair1261/mana1294/kisw1234	PG	aust1307
Woi	woii1237	NG area	135.484	-1.62746	aust1307/mala1545/east2712/sout3229/cend1238/yape1249/cent2277/ansu1238	ID	aust1307
Wolani	wola1243	NG area	136.703	-3.41642	nucl1709/pani1259/meew1234	ID	nucl1709
Womo-Sumararu	womo1238	NG area	141.83	-2.92	skoo1245/skou1238/serr1253/rawo1243	PG	skoo1245
Wom (Papua New Guinea)	womp1235	NG area	142.87	-3.5332	nucl1708	PG	nucl1708
Woria	wori1246	NG area	136.519	-2.37997	geel1240	ID	geel1240
Wutung	wutu1244	NG area	141.104	-2.64636	skoo1245/skou1238/skou1239/east2892/west2992	ID;PG	skoo1245
Wuvulu-Aua	wuvu1239	NG area	142.851	-1.73938	aust1307/mala1545/east2712/ocea1241/admi1239/west2532	PG	aust1307
Yabem	yabe1254	NG area	147.81	-6.67052	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/nort2858	PG	aust1307
Yaben	yabe1255	NG area	145.361	-4.90868	nucl1709/mada1298/croi1234/grea1298/nort3379/numu1240/kari1319	PG	nucl1709
Yabong	yabo1240	NG area	146.2065	-5.61718	nucl1709/mada1298/raic1241/yaga1258	PG	nucl1709
Yafi	yafi1240	NG area	140.897	-3.39765	pauw1244/east2530	ID	pauw1244
Yagaria	yaga1260	NG area	145.388	-6.32432	nucl1709/kain1273/goro1272/nucl1760/nucl1756/kama1374	PG	nucl1709
Yagomi	yago1240	NG area	146.603	-5.74049	nucl1709/fini1244/fini1245/waru1269/nucl1777/uncl1512	PG	nucl1709
Yagwoia	yagw1240	NG area	145.854	-7.14042	anga1289/nucl1763	PG	anga1289
Yahang	yaha1247	NG area	142.4	-3.73035	nucl1708/nucl1590/heyo1241	PG	nucl1708
Yahadian	yaha1248	NG area	132.096	-1.94317	kond1302	ID	kond1302
Yakaikeke	yaka1275	NG area	149.982	-10.0852	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/nort2848/aret1241/taup1241/nucl1794/weda1242	PG	aust1307
Yalahatan-Haruru-Awaiya	yala1266	NG area	129.315	-3.3619	aust1307/mala1545/nunu1252/thre1238/amal1243	ID	aust1307
Yale	yale1246	NG area	141.566	-3.79762	NA	PG	NA
Yamap	yama1260	NG area	146.817	-7.05687	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/hote1244	PG	aust1307
Yambes	yamb1254	NG area	142.763	-3.50624	nucl1708/komb1276/komb1271	PG	nucl1708
Yamben	yamb1257	NG area	145.5701	-4.77103	nucl1709/mada1298/croi1234	PG	nucl1709
Yamdena	yamd1240	NG area	131.44	-7.73722	aust1307/mala1545/tani1260/keit1238/yamd1241	ID	aust1307
Yamna	yamn1237	NG area	139.206	-2.09118	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/sarm1241/sarm1242	ID	aust1307
Yangum Gel	yang1295	NG area	142.45	-3.53	nucl1708/wape1249/cent2407/nucl1722/yang1294/yang1303	PG	nucl1708
Yangum Mon	yang1296	NG area	142.527	-3.55	nucl1708/wape1249/cent2407/nucl1722/yang1294/yang1303	PG	nucl1708
Yangum Dey	yang1297	NG area	142.48152	-3.51156	nucl1708/wape1249/cent2407/nucl1722/yang1294/yang1303	PG	nucl1708
Yangulam	yang1298	NG area	145.858	-5.52697	nucl1709/mada1298/raic1241/nuru1240	PG	nucl1709
Yaosakor Asmat	yaos1235	NG area	138.582	-5.61024	nucl1709/cent2116/asma1256/asma1257/cent2247	ID	nucl1709
Yeri	yapu1240	NG area	142.436	-3.47256	nucl1708/wape1249/west2788/agiy1234	PG	nucl1708
Yaqay	yaqa1246	NG area	139.249	-6.66632	anim1240/mari1437/yaqa1245	ID	anim1240
Yarawata	yara1250	NG area	145.454	-4.93943	nucl1709/mada1298/croi1234/grea1298/nort3379/numu1240/yara1256	PG	nucl1709
Yareba	yare1248	NG area	148.605	-9.50651	yare1250/yare1251	PG	yare1250
Yarsun	yars1234	NG area	139.472	-2.21222	book1242	ID	book1242
Ulwa (Papua New Guinea)	yaul1241	NG area	143.993	-4.39912	kera1258/mong1343	PG	kera1258
Yau-Nungon	yaum1237	NG area	146.841	-6.08274	nucl1709/fini1244/fini1245/uruw1240	PG	nucl1709
Yaur	yaur1239	NG area	134.879	-3.32519	aust1307/mala1545/east2712/sout3229/cend1238/sout3230/yaur1240	ID	aust1307
Yau (Sandaun Province)	yaus1235	NG area	142.04228	-3.52064	nucl1708/wape1249/cent2407/wape1250/yauy1236	PG	nucl1708
Yaweyuha	yawe1241	NG area	145.359	-6.1868	nucl1709/kain1273/goro1272/nucl1760/nucl1756	PG	nucl1709
Yawiyo	yawi1238	NG area	142.112	-4.58133	wali1264	PG	wali1264
Yei	yeii1239	NG area	140.863	-7.87489	more1255/more1256	ID;PG	more1255
Yekora	yeko1240	NG area	147.463	-7.86248	nucl1709/bina1276/bina1279	PG	nucl1709
Yele	yele1255	NG area	154.127	-11.3796	NA	PG	NA
Southern Yelmek	yelm1242	NG area	139.32	-7.93	bula1259/jelm1234	ID	bula1259
Yalaku	yelo1243	NG area	142.808	-4.09907	nduu1242/nucl1642/mana1303	PG	nduu1242
Yerakai	yera1243	NG area	142.947	-4.28828	NA	PG	NA
Yeretuar	yere1243	NG area	134.656	-3.01713	aust1307/mala1545/east2712/sout3229/cend1238/sout3230	ID	aust1307
Yessan-Mayo	yess1239	NG area	142.574	-4.15721	sepi1257/sepi1256/mayo1278	PG	sepi1257
Yetfa	yetf1238	NG area	140.653	-4.05884	NA	ID;PG	NA
Yil	yill1241	NG area	142.178	-3.46501	nucl1708/wape1249/cent2407/wape1250/ning1276	PG	nucl1708
Yimas-Alamblak-Pidgin	yima1235	NG area	143.700473	-4.94491	pidg1258/yima1247	PG	pidg1258
Yimas	yima1243	NG area	143.572	-4.71731	lowe1437/lowe1423/kara1498	PG	lowe1437
Yimas-Arafundi-Pidgin	yima1244	NG area	143.673827	-4.883724	pidg1258/yima1247	PG	pidg1258
Yimas-Karawari Pidgin	yima1245	NG area	143.562895	-4.639499	pidg1258/yima1247	PG	pidg1258
Yimas-Iatmul Pidgin	yima1246	NG area	143.419463	-4.295923	pidg1258/yima1247	PG	pidg1258
Yis	yiss1240	NG area	141.88	-3.57371	nucl1708/wape1249/cent2407/wape1250/yauy1236	PG	nucl1708
Yoba	yoba1237	NG area	149.283	-10.2167	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/oumi1237/mago1247	PG	aust1307
Yoidik	yoid1240	NG area	145.758	-4.94044	nucl1709/mada1298/croi1234/mabu1247/hans1243/remp1242	PG	nucl1709
Yoke	yoke1238	NG area	138.028	-1.68798	aust1307/mala1545/east2712/sout3229/lowe1409/yoke1239	ID	aust1307
Yonggom	yong1280	NG area	141.213	-6.42956	nucl1709/cent2116/awyu1265/okok1235/okkk1242/lowl1259/divi1234	ID;PG	nucl1709
Yopno	yopn1238	NG area	146.661	-5.94085	nucl1709/fini1244/fini1245/yupn1242/kewi1241	PG	nucl1709
Yout Wam	yout1234	NG area	146.5823	-5.8354	nucl1709/fini1244/fini1245/yupn1242/unun9978	PG	nucl1709
Zabana	zaba1237	NG area	158.753	-7.74311	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/west2523	SB	aust1307
Zazao	zaza1245	NG area	159.255	-8.18719	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/sant1458/cent2063/zaza1247	SB	aust1307
Zenag	zena1237	NG area	146.546	-6.93858	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239/zena1251	PG	aust1307
Zia	ziaa1250	NG area	147.579	-7.95814	nucl1709/bina1276/bina1279/nort2909	PG	nucl1709
Zimakani	zima1244	NG area	141.452	-7.3701	anim1240/mari1437/boaz1244	PG	anim1240
Abai Sungai	abai1240	NA	118.306	5.55394	aust1307/mala1545/nort3253/saba1285/sout3154/grea1293/pait1248	MY	aust1307
Abai Tubu-Abai Sembuak	abai1241	NA	116.162455	3.524226	aust1307/mala1545/nort3253/saba1285/sout3154/grea1294/muru1275	ID	aust1307
Abenlen Ayta	aben1249	NA	120.2	15.4131	aust1307/mala1545/cent2080/samb1319/abel1234	PH	aust1307
Acehnese	achi1257	NA	96.6032	3.90757	aust1307/mala1545/mala1536/nort3170/cham1327	ID	aust1307
Adasen	adas1235	NA	120.905	17.8187	aust1307/mala1545/nort3238/caga1241/iban1268	PH	aust1307
Adnyamathanha	adny1235	NA	138.671	-30.1451	pama1250/aran1266/thur1253/core1260/nort2752	AU	pama1250
Aghu Tharnggalu	aghu1254	NA	142.426	-13.735	pama1250/pama1251/alay1234/thay1250	AU	pama1250
Aghu Tharnggalu (Retired)	aghu1256	NA	144	-15	book1242	AU	book1242
Agta-Pahanan	agta1234	NA	122.2802	17.0538	aust1307/mala1545/nort3238/nort3187/nucl1755/para1320	PH	aust1307
Agusan Manobo	agus1235	NA	125.742	8.62731	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/east2478	PH	aust1307
Agutaynen	agut1237	NA	119.655	10.5328	aust1307/mala1545/kala1389	PH	aust1307
Ahin-Kayapa Kalanguya	ahin1234	NA	120.90003	16.321	aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/west2550/nucl1542/kall1244	PH	aust1307
Ajië	ajie1238	NA	165.468	-21.3029	aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246/houa1234	NC	aust1307
Akei	akei1237	NA	166.767	-15.6377	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/west2956/west2845	VU	aust1307
Aklanon	akla1240	NA	122.35413	11.55432	aust1307/mala1545/grea1284/cent2246/bisa1268/west2820	PH	aust1307
Alabat Island Agta	alab1246	NA	122.014	14.1217	aust1307/mala1545/grea1284/cent2246/alab1255	PH	aust1307
Alangan	alan1249	NA	121.022	13.0982	aust1307/mala1545/nort2873	PH	aust1307
Alawa	alaw1244	NA	134.282	-15.5458	mang1423/mara1414	AU	mang1423
Inland-Buhi-Daraga Bikol	alba1269	NA	123.49	13.1989	aust1307/mala1545/grea1284/cent2246/biko1240/inla1266	PH	aust1307
Alngith	alng1239	NA	141.938	-12.5324	pama1250/pama1251/nort2758/leni1237	AU	pama1250
Alyawarr	alya1239	NA	136.835	-21.0427	pama1250/aran1266/aran1267/sout3384/aran1263	AU	pama1250
Amurdak	amar1271	NA	132.878	-11.9876	iwai1246	AU	iwai1246
Amba (Solomon Islands)	amba1266	NA	166.498	-11.2958	aust1307/mala1545/east2712/ocea1241/temo1244/utup1237/utup1238	SB	aust1307
Ambala Ayta	amba1267	NA	120.283	14.8156	aust1307/mala1545/cent2080/samb1319	PH	aust1307
Amblong	ambl1237	NA	166.95	-15.5169	aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/west2956/sout3194	VU	aust1307
Amganad Ifugao	amga1235	NA	121.042	16.9016	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/ifug1247	PH	aust1307
Ami	amii1238	NA	130.04	-13.5573	west2434/waga1259/amem1235	AU	west2434
Amis	amis1246	NA	121.348	23.0917	aust1307/east2493/cent2103	CN	aust1307
Ampanang	ampa1239	NA	116.349	-0.79259	aust1307/mala1545/basa1291/grea1283/bari1287	ID	aust1307
